Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
13.43,75.3,0.106,20621.77215,12831.61094,14203.37349
13.38,74.1,0.098,20773.67089,12868.08511,14307.46988
13.36,73.7,0.1,20664.3038,12904.55927,14266.98795
13.3,72.6,0.09,20700.75949,12988.44985,14457.83133
13.19,72.7,0.09,20785.82278,13105.16717,14544.57831
13.16,72.4,0.088,21253.67089,13200.0,14723.85542
13.07,72.3,0.092,21849.11392,13535.56231,15128.6747
12.99,72.5,0.094,22602.53165,14166.56535,15267.46988
13.06,72.3,0.09,22736.20253,13991.48936,15128.6747
13.24,70.8,0.084,22560.0,13750.75988,15018.79518
13.26,69.98,0.091,22882.02532,13933.1307,14932.04819
13.37,70.2,0.088,22657.21519,13783.58663,14602.40964
13.61,68.45,0.09,21830.88608,13170.82067,14203.37349
13.54,68.61,0.092,20785.82278,12488.7538,13867.95181
13.54,68.95,0.09,20032.40506,12029.17933,12977.3494
13.66,69.15,0.086,19692.1519,11981.76292,11895.90361
13.8,68.01,0.092,19430.88608,11606.07903,10901.20482
13.74,68.08,0.09,19522.02532,11438.29787,10519.51807
13.47,68.88,0.091,19570.63291,11533.1307,10554.21687
13.3,68.71,0.099,20117.46835,11704.55927,10560.0
13.02,67.81,0.087,20220.75949,12273.55623,10704.57831
12.4,69.58,0.085,20567.08861,12240.72948,10953.25301
12.34,69.75,0.085,21593.92405,12568.99696,11271.3253
12.39,69.08,0.087,22104.3038,12941.03343,11595.18072
12.44,70.1,0.087,22316.96203,12922.79635,11861.20482
13.2,69.08,0.093,22888.10127,13331.30699,12352.77108
13.57,65.68,0.096,23580.75949,13714.28571,12607.22892
13.82,64.97,0.088,24419.24051,13236.47416,12838.55422
13.8,64.61,0.081,26017.21519,12382.97872,13665.54217
13.85,64.84,0.08,26764.55696,12817.02128,14006.74699
14.24,64.01,0.096,27293.16456,13243.769,14266.98795
14.19,64.44,0.081,27973.67089,13619.45289,14498.31325
14.39,64.47,0.08,29043.03797,14075.37994,14827.95181
14.75,64.27,0.079,29662.78481,14516.71733,15128.6747
14.87,64.94,0.079,30264.3038,14990.88146,15458.31325
14.72,65.34,0.077,30853.67089,15220.66869,15718.55422
14.69,65.04,0.081,31449.11392,15472.34043,16036.62651
15.14,63.17,0.079,31601.01266,15771.42857,16186.98795
15.28,61.77,0.081,31649.62025,16427.96353,16343.13253
15.32,61.7,0.078,32135.6962,16530.09119,16314.21687
15.42,61.1,0.08,32330.12658,16858.35866,16493.49398
15.41,61.04,0.076,32743.29114,16942.24924,16904.09639
15.66,60.2,0.075,32694.68354,17106.38298,17418.79518
15.79,57.1,0.078,32561.01266,17040.72948,17239.51807
15.89,56.59,0.076,32791.89873,17285.10638,17395.66265
16.02,56.59,0.08,32804.05063,17252.27964,17395.66265
16.11,55.96,0.077,32834.43038,17292.40122,17517.10843
16.08,55.49,0.077,33138.22785,17146.50456,17644.33735
16.14,56.16,0.078,33338.73418,16920.36474,17488.19277
16.18,55.73,0.076,33484.55696,16584.80243,17453.49398
16.13,55.96,0.079,33496.70886,17146.50456,17748.43373
16.16,55.93,0.079,33277.97468,17113.67781,17881.44578
15.98,56.96,0.078,33107.8481,17066.2614,17869.87952
16.03,58.06,0.077,33205.06329,17128.26748,17846.74699
15.96,57.96,0.077,33107.8481,17212.15805,17881.44578
15.98,56.39,0.079,32743.29114,17259.57447,17765.78313
16.07,57.06,0.075,32573.16456,16898.48024,17765.78313
16.02,57.86,0.076,32305.82278,16876.59574,17655.90361
15.75,59.07,0.078,32579.24051,16894.83283,17719.51807
15.68,59.2,0.077,32141.77215,16898.48024,17551.80723
15.65,59.7,0.077,32014.17722,16949.54407,17187.46988
15.7,59.77,0.079,31880.50633,16810.94225,17164.33735
15.58,60.3,0.075,31515.94937,16562.91793,17123.85542
15.55,61.04,0.076,31285.06329,16424.31611,17013.9759
15.73,60.67,0.076,31297.21519,16573.86018,16956.14458
15.97,59.23,0.075,31133.16456,16489.9696,16909.87952
15.83,60.1,0.074,31078.48101,16402.43161,16898.31325
15.78,60.63,0.075,31181.77215,16355.0152,16869.39759
15.8,60.63,0.076,31163.5443,16190.88146,16828.91566
15.7,61.77,0.075,30233.92405,17077.20365,16788.43373
15.64,63.57,0.075,29778.22785,17693.61702,16979.27711
15.68,64.71,0.075,30252.1519,17919.75684,17008.19277
15.74,65.34,0.073,30069.87342,17872.34043,17262.6506
15.84,65.21,0.076,30732.1519,18113.06991,18112.77108
15.85,64.74,0.074,31831.89873,18528.87538,19315.66265
15.8,65.44,0.075,33265.82278,19699.69605,21120.0
15.77,66.04,0.08,35969.62025,21614.58967,23664.57831
15.7,68.18,0.074,38418.22785,22967.78116,24786.50602
15.56,68.78,0.071,39256.70886,23624.31611,25012.04819
15.4,70.1,0.068,40313.92405,24149.54407,25341.68675
15.32,71.5,0.07,40629.87342,24127.65957,25399.51807
15.25,72.3,0.069,40508.35443,23894.22492,25399.51807
15.21,72.6,0.068,40617.72152,23992.70517,25272.28916
15.2,72.9,0.071,41079.49367,24109.42249,25359.03614
15.18,72.6,0.068,40988.35443,24003.64742,25428.43373
15.19,72.8,0.07,41194.93671,24496.04863,25486.26506
15.17,73.2,0.073,41237.46835,24627.35562,25544.09639
15.18,72.9,0.073,41608.10127,24817.02128,25659.75904
15.22,73.3,0.073,41662.78481,24831.61094,25653.9759
15.22,74.4,0.069,41650.63291,24641.94529,25723.37349
15.17,74.6,0.072,41796.4557,24656.53495,25729.15663
15.18,74.7,0.072,41419.74684,24558.05471,25503.61446
15.22,74.4,0.073,41085.56962,24729.48328,25474.6988
15.24,73.9,0.077,41140.25316,24827.96353,25486.26506
15.25,73.6,0.075,41079.49367,24780.54711,25474.6988
15.3,74.4,0.073,40866.83544,24638.29787,25393.73494
15.27,74.5,0.075,40982.27848,24722.18845,25544.09639
15.27,74.7,0.074,40830.37975,24554.40729,25191.3253
15.24,74.8,0.072,40587.34177,24587.23404,24850.12048
15.29,74.7,0.072,40010.12658,24532.5228,24566.74699
15.31,75.2,0.075,39469.36709,24007.29483,24474.21687
15.3,75.5,0.075,38752.40506,23832.21884,24300.72289
15.29,76.9,0.074,37889.62025,23573.25228,23982.6506
15.18,77.5,0.076,37361.01266,23204.86322,23520.0
15.14,78.5,0.073,36619.74684,22734.3465,23236.62651
15.1,79.0,0.075,36267.34177,22413.37386,22878.07229
15.09,79.1,0.078,35441.01266,21782.37082,22328.6747
15.12,79.0,0.075,34900.25316,21286.32219,21935.42169
15.23,76.9,0.078,33988.86076,21096.65653,21628.91566
15.27,75.3,0.077,32664.3038,20556.83891,21091.08434
15.29,73.8,0.074,31509.87342,20038.90578,20449.15663
15.28,73.8,0.076,30221.77215,19448.02432,20009.63855
15.18,73.1,0.074,29608.10127,18926.44377,19656.86747
15.14,72.5,0.074,28751.39241,18466.8693,19200.0
15.11,71.4,0.077,27754.93671,17700.91185,18506.0241
15.11,71.3,0.076,27268.86076,17387.23404,17898.79518
15.11,71.4,0.076,26746.32911,16880.24316,17453.49398
15.08,71.0,0.074,25828.86076,16511.8541,17170.12048
15.02,71.1,0.075,25294.17722,16081.45897,16898.31325
15.05,71.1,0.078,24820.25316,15457.75076,16499.27711
15.1,71.1,0.076,24455.6962,15286.32219,16192.77108
15.09,71.0,0.072,23763.03797,14735.56231,15811.08434
15.13,70.1,0.078,23210.12658,14596.96049,15620.24096
15.12,69.34,0.074,22869.87342,14316.10942,15487.22892
15.04,69.11,0.075,22444.55696,13874.77204,15169.15663
15.01,69.57,0.074,22268.35443,13663.22188,15036.14458
14.98,69.8,0.076,22116.4557,13582.97872,14955.18072
14.97,68.97,0.072,22086.07595,13404.25532,14880.0
14.99,69.14,0.074,22043.5443,13200.0,14810.60241
14.94,69.57,0.079,21849.11392,12988.44985,14729.63855
14.96,69.47,0.074,21557.46835,12937.38602,14613.9759
14.99,68.54,0.074,21259.74684,12733.1307,14157.10843
14.96,69.44,0.076,21162.53165,12638.29787,14070.36145
15.02,70.2,0.075,21095.6962,12711.2462,13983.61446
14.99,71.9,0.077,20943.79747,12751.36778,13850.60241
14.97,72.9,0.073,20718.98734,12579.93921,13792.77108
14.95,73.0,0.077,20646.07595,12426.74772,13746.50602
14.91,72.8,0.073,20664.3038,12423.1003,13694.45783
14.87,72.4,0.072,20433.41772,12481.45897,13729.15663
14.88,72.1,0.075,20615.6962,12612.76596,13792.77108
14.84,72.1,0.075,20482.02532,12455.92705,13856.38554
14.8,72.0,0.073,20518.48101,12339.20973,13850.60241
14.78,72.3,0.072,19594.93671,12474.16413,13769.63855
14.81,72.1,0.073,19576.70886,12499.69605,13694.45783
14.94,70.6,0.07,19637.46835,12616.41337,13682.89157
14.98,71.3,0.075,19594.93671,12827.96353,13856.38554
14.9,70.8,0.073,19898.73418,12820.66869,13948.91566
14.92,70.6,0.072,19935.18987,12973.86018,13995.18072
14.9,69.83,0.074,20093.16456,13159.87842,13995.18072
14.9,69.5,0.076,20311.89873,13510.0304,14209.15663
14.89,69.24,0.074,21162.53165,13882.06687,14839.51807
14.93,69.1,0.074,22359.49367,14637.08207,15279.03614
14.87,68.94,0.072,22584.3038,14604.25532,14960.96386
14.85,68.8,0.076,22699.74684,14564.13374,14833.73494
14.93,67.46,0.074,23179.74684,14939.81763,14781.68675
14.93,67.03,0.072,23331.64557,15235.25836,14816.38554
14.92,67.26,0.073,23137.21519,15144.07295,14746.98795
14.9,67.27,0.076,23003.5443,15063.82979,14544.57831
14.91,67.13,0.075,23295.18987,15417.62918,13954.6988
14.91,67.1,0.074,23471.39241,15362.91793,13237.59036
14.91,66.89,0.074,23331.64557,14972.64438,12584.09639
14.91,65.93,0.075,23222.27848,14615.19757,11895.90361
14.97,63.73,0.074,22651.13924,14494.83283,11525.78313
14.91,63.23,0.07,23289.11392,14586.01824,11537.3494
14.87,63.12,0.073,24042.53165,14968.99696,11670.36145
14.88,62.69,0.077,24899.24051,15355.6231,11757.10843
14.89,62.26,0.078,25798.48101,15869.90881,12086.74699
14.97,61.72,0.075,26053.67089,16088.7538,12364.33735
14.99,60.62,0.077,26223.79747,16515.50152,12526.26506
15.07,59.22,0.075,26794.93671,16675.98784,12809.63855
15.12,60.02,0.077,27511.89873,16924.01216,13012.04819
15.2,60.46,0.077,27785.31646,17317.93313,13272.28916
15.37,59.59,0.074,28034.43038,17518.54103,13451.56627
15.51,59.09,0.076,28538.73418,17974.46809,13694.45783
15.58,58.05,0.077,28872.91139,18550.75988,13989.39759
15.74,57.88,0.077,29401.51899,18944.68085,14070.36145
15.85,57.65,0.075,30173.16456,19145.28875,14457.83133
15.85,57.78,0.077,30665.31646,19382.37082,14677.59036
15.97,58.88,0.076,32050.63291,19648.63222,14741.20482
16.06,59.95,0.075,32105.31646,19779.93921,14897.3494
16.17,59.62,0.075,32518.48101,19790.88146,15099.75904
16.31,59.82,0.074,32755.44304,19878.41945,15221.20482
16.4,59.42,0.076,33660.75949,20257.75076,15527.71084
16.4,59.22,0.077,33691.13924,20513.06991,15822.6506
16.45,58.58,0.074,33964.55696,20491.18541,15897.83133
16.69,57.14,0.075,33745.82278,20677.20365,15851.56627
16.77,56.68,0.079,33879.49367,20618.84498,15747.46988
16.61,57.48,0.078,33770.12658,20305.16717,15805.3012
16.62,58.21,0.076,33685.06329,20487.53799,16198.55422
16.75,57.84,0.078,33818.73418,20801.21581,16372.04819
16.92,58.58,0.077,34019.24051,21220.66869,16464.57831
16.92,60.38,0.077,33818.73418,21392.09726,16574.45783
16.86,61.01,0.075,34025.31646,21315.50152,16580.24096
16.76,62.05,0.074,34371.64557,21034.65046,16713.25301
16.57,62.62,0.075,34535.6962,21060.18237,16724.81928
16.59,62.58,0.075,34426.32911,21093.00912,16782.6506
16.73,62.08,0.075,33976.70886,21111.2462,16724.81928
16.94,60.31,0.077,33624.3038,20954.40729,16684.33735
16.95,61.01,0.073,33332.65823,20761.09422,16314.21687
16.99,60.28,0.078,33259.74684,20702.73556,16331.56627
16.99,60.48,0.073,32992.40506,20779.33131,16458.79518
16.91,60.85,0.077,32579.24051,20888.7538,16522.40964
16.77,62.05,0.074,32372.65823,21176.8997,16852.04819
16.6,64.65,0.073,32579.24051,21093.00912,16713.25301
16.25,67.19,0.075,32518.48101,21060.18237,16609.15663
16.27,67.06,0.074,32317.97468,21034.65046,16533.9759
16.34,66.79,0.075,32324.05063,21005.47112,16597.59036
16.41,66.86,0.073,31947.34177,21012.76596,16481.92771
16.44,67.16,0.073,31965.56962,21114.89362,16314.21687
16.5,66.69,0.072,31898.73418,20768.38906,16227.46988
16.67,65.59,0.075,31758.98734,20502.12766,16273.73494
16.3,69.26,0.073,31522.02532,20203.03951,16256.38554
16.17,69.03,0.073,31181.77215,20290.57751,16181.20482
16.17,70.6,0.074,31418.73418,20454.71125,16198.55422
16.12,71.0,0.073,31072.40506,20305.16717,16267.95181
16.16,68.32,0.073,31388.35443,20144.68085,16215.90361
16.07,71.1,0.074,31552.40506,20221.2766,16533.9759
15.87,71.0,0.073,32038.48101,20680.85106,17181.68675
15.92,70.4,0.07,33393.41772,21282.67477,17997.10843
15.81,70.6,0.072,35112.91139,22008.51064,20096.38554
15.66,71.1,0.072,37774.17722,23646.20061,22826.0241
15.59,71.9,0.074,40593.41772,25451.67173,24237.10843
15.53,72.4,0.069,42853.67089,26844.9848,24936.86747
15.46,72.5,0.069,43254.68354,26793.92097,25069.87952
15.42,72.1,0.073,43163.5443,26717.32523,25231.80723
15.42,72.4,0.071,43333.67089,26859.57447,25613.49398
15.37,72.7,0.073,43752.91139,26950.75988,25636.62651
15.37,72.6,0.076,43357.97468,26578.7234,25474.6988
15.39,73.3,0.075,43163.5443,26491.18541,25642.40964
15.32,73.7,0.074,43108.86076,26465.6535,25573.01205
15.32,73.6,0.074,43121.01266,26458.35866,25734.93976
15.29,73.6,0.074,43218.22785,26246.80851,25665.54217
15.29,73.4,0.075,43042.02532,26213.98176,25266.50602
15.31,73.6,0.075,42507.34177,26144.68085,25168.19277
15.33,73.8,0.075,42294.68354,26141.03343,25237.59036
15.36,74.4,0.069,42124.55696,25933.1307,25243.37349
15.3,75.9,0.074,42592.40506,26075.37994,25457.3494
15.22,76.4,0.072,42519.49367,26206.68693,25509.39759
15.16,76.4,0.071,42446.58228,26203.03951,25422.6506
15.14,76.0,0.068,42355.44304,26057.14286,25607.71084
15.12,75.8,0.072,41984.81013,25871.12462,25544.09639
15.12,75.6,0.076,41796.4557,25809.11854,25231.80723
15.09,76.0,0.071,41267.8481,25681.45897,24925.3012
15.07,76.8,0.071,41043.03797,25524.62006,24427.95181
15.04,76.9,0.075,40502.27848,25258.35866,24248.6747
15.09,77.2,0.072,39682.02532,24926.44377,24156.14458
15.1,76.9,0.076,38849.62025,24536.17021,23832.28916
15.1,76.5,0.074,38521.51899,23854.10334,23230.84337
15.06,76.4,0.073,38205.56962,23372.64438,22669.87952
15.05,76.4,0.071,37719.49367,22898.48024,22322.89157
15.02,76.2,0.071,36814.17722,22387.84195,22137.83133
14.96,75.9,0.073,35483.5443,22012.15805,21721.44578
14.91,75.9,0.072,34620.75949,21545.28875,21154.6988
14.91,76.1,0.071,33539.24051,20990.88146,20663.13253
14.86,76.1,0.073,32251.13924,20567.78116,20067.46988
14.83,76.0,0.07,31424.81013,19889.3617,19483.37349
14.78,76.3,0.071,30318.98734,19396.96049,19176.86747
14.74,76.9,0.076,29784.3038,18897.26444,18586.98795
14.67,77.0,0.076,29115.94937,18262.61398,18153.25301
14.61,76.9,0.076,28386.83544,17697.26444,17551.80723
14.51,78.0,0.074,27712.40506,17274.16413,17077.59036
14.49,78.9,0.077,27098.73418,16942.24924,16742.16867
14.47,79.0,0.076,26424.3038,16551.97568,16360.48193
14.48,78.6,0.077,25907.8481,16198.17629,16152.28916
14.47,78.7,0.075,25318.48101,15607.29483,15973.01205
14.42,79.0,0.077,25051.13924,15308.20669,15649.15663
14.41,79.3,0.078,24637.97468,14844.9848,15313.73494
14.43,79.5,0.082,24358.48101,14491.18541,15250.12048
14.45,79.3,0.08,23908.86076,14305.16717,14932.04819
14.51,79.2,0.082,23507.8481,14122.79635,14428.91566
14.56,79.2,0.08,23222.27848,13980.54711,14400.0
14.59,78.9,0.08,22906.32911,13790.88146,14174.45783
14.67,78.9,0.081,22681.51899,13663.22188,14018.31325
14.67,78.9,0.082,22541.77215,13407.90274,14006.74699
14.66,78.6,0.08,22572.1519,13181.76292,14024.09639
14.64,78.6,0.08,22535.6962,13313.06991,13948.91566
14.64,78.4,0.079,22468.86076,13207.29483,13729.15663
14.62,78.1,0.076,22383.79747,13116.10942,13781.20482
14.55,78.2,0.074,22250.12658,13251.06383,13688.6747
14.53,78.1,0.074,22219.74684,13116.10942,13619.27711
14.53,78.6,0.074,22165.06329,13229.17933,13642.40964
14.5,79.2,0.076,21940.25316,13207.29483,13717.59036
14.44,79.4,0.08,21782.27848,13185.41033,13642.40964
14.4,79.1,0.08,21843.03797,13137.99392,13590.36145
14.45,79.1,0.08,21770.12658,12948.32827,13549.87952
14.39,78.9,0.078,21678.98734,13057.75076,13457.3494
14.37,78.5,0.079,21527.08861,13210.94225,13630.84337
14.33,78.1,0.075,21928.10127,13200.0,13758.07229
14.28,77.9,0.077,22049.62025,13331.30699,13665.54217
14.31,78.0,0.075,21891.64557,13407.90274,13573.01205
14.29,78.7,0.076,22007.08861,13251.06383,13596.14458
14.2,78.8,0.08,22134.68354,13557.44681,14012.53012
14.27,78.9,0.078,22444.55696,13619.45289,13995.18072
14.34,78.9,0.078,22566.07595,13856.53495,14018.31325
14.37,79.2,0.081,23526.07595,14407.29483,14492.53012
14.33,79.4,0.081,24212.65823,14943.46505,14723.85542
14.33,79.1,0.081,24382.78481,14866.8693,14694.93976
14.25,78.9,0.082,24753.41772,14994.52888,14533.01205
14.3,78.8,0.078,25306.32911,15001.82371,14527.22892
14.37,78.6,0.08,25421.77215,15271.73252,14440.48193
14.47,78.6,0.076,25111.89873,15173.25228,14371.08434
14.46,78.8,0.079,25124.05063,15432.21884,14301.68675
14.45,78.7,0.079,25032.91139,15913.67781,13717.59036
14.44,78.7,0.081,24984.3038,15829.78723,12896.38554
14.33,78.3,0.078,24777.72152,15527.05167,12115.66265
14.3,77.7,0.081,24565.06329,15206.07903,11664.57831
14.12,77.5,0.08,24182.27848,14881.45897,11456.38554
12.93,77.5,0.08,24947.8481,14972.64438,11248.19277
12.41,78.5,0.078,25689.11392,15362.91793,11265.54217
12.13,78.6,0.081,26053.67089,15891.79331,11473.73494
11.8,79.3,0.079,26284.55696,16165.34954,11919.03614
11.72,80.0,0.074,26655.18987,16675.98784,12190.84337
11.74,80.2,0.074,27080.50633,16767.17325,12294.93976
11.54,80.1,0.074,27997.97468,17095.44073,12670.84337
11.46,80.9,0.079,28666.32911,17493.00912,13197.10843
11.64,80.8,0.082,28951.89873,17868.69301,13677.10843
11.93,80.2,0.074,29462.27848,18335.56231,13821.68675
12.38,79.0,0.081,29984.81013,18492.40122,13839.03614
13.22,77.3,0.079,30227.8481,18780.54711,14053.01205
14.45,74.0,0.077,31169.62025,19097.87234,14457.83133
14.97,67.32,0.078,31825.82278,19272.94833,14746.98795
15.41,66.39,0.08,32062.78481,19353.19149,14862.6506
15.45,66.89,0.077,32700.75949,19831.00304,15261.68675
15.41,67.76,0.077,33284.05063,19907.59878,15446.74699
15.32,67.76,0.074,33399.49367,19878.41945,15857.3494
15.43,67.69,0.077,33569.62025,20192.09726,16042.40964
15.59,65.69,0.077,33849.11392,20454.71125,15920.96386
15.46,65.52,0.076,34468.86076,20914.28571,16302.6506
15.54,66.12,0.076,34827.34177,21111.2462,16377.83133
15.68,65.52,0.076,34711.89873,21045.59271,16285.3012
15.81,64.99,0.074,34474.93671,20903.34347,16227.46988
15.73,65.62,0.073,34292.65823,20866.8693,16036.62651
15.8,65.25,0.076,34760.50633,21260.79027,16279.51807
15.84,63.89,0.076,35240.50633,21370.21277,16337.3494
15.93,64.09,0.076,35337.72152,21388.44985,16441.44578
16.01,63.68,0.074,35775.18987,21235.25836,16412.53012
16.03,63.58,0.078,35538.22785,21443.16109,16372.04819
16.09,63.45,0.074,35355.94937,21195.13678,16360.48193
16.2,64.05,0.073,35106.83544,21198.78419,16701.68675
16.24,63.68,0.077,35386.32911,21023.70821,16938.79518
16.22,64.15,0.075,35374.17722,20885.10638,16869.39759
16.39,63.55,0.079,35088.60759,20885.10638,16586.0241
16.26,64.15,0.076,34930.63291,20830.39514,16505.06024
16.28,64.05,0.076,34979.24051,21107.59878,16643.85542
16.32,64.02,0.078,35131.13924,21162.31003,16846.26506
16.58,63.15,0.076,34669.36709,21198.78419,17008.19277
16.23,64.52,0.077,34335.18987,21136.77812,17002.40964
16.27,64.22,0.076,34250.12658,21140.42553,16869.39759
16.22,64.25,0.078,34195.44304,21180.54711,16828.91566
16.05,64.29,0.075,34237.97468,21162.31003,16701.68675
15.82,65.32,0.075,33940.25316,21257.14286,16956.14458
15.83,65.45,0.076,33490.63291,21388.44985,16701.68675
15.82,66.09,0.075,33636.4557,21202.43161,16638.07229
15.81,68.32,0.073,33587.8481,20819.45289,16620.72289
15.91,68.56,0.076,33314.43038,20527.65957,16406.74699
16.03,68.36,0.077,33472.40506,20432.82675,16053.9759
16.02,68.22,0.078,33654.68354,20549.54407,16181.20482
16.04,67.79,0.077,34037.46835,20564.13374,16320.0
15.72,68.62,0.077,34128.60759,20761.09422,16244.81928
15.63,69.53,0.075,34207.59494,20757.44681,16233.25301
15.78,69.93,0.077,34061.77215,20958.05471,16620.72289
15.69,69.33,0.078,34007.08861,20804.86322,17314.6988
15.61,69.36,0.08,35131.13924,21275.37994,18563.85542
15.51,69.63,0.077,36656.20253,22252.88754,20246.74699
15.44,69.69,0.078,39147.34177,23974.46809,23161.44578
15.33,70.2,0.075,42136.70886,25725.22796,24572.53012
15.19,70.9,0.076,44056.70886,26556.83891,25376.38554
15.06,71.4,0.079,44263.29114,26640.72948,25573.01205
14.88,72.7,0.077,44524.55696,26903.34347,25723.37349
14.69,73.2,0.076,44603.5443,27133.1307,25856.38554
14.12,75.2,0.092,44627.8481,27049.24012,25925.78313
13.62,76.7,0.077,44451.64557,26870.51672,25867.95181
13.23,78.0,0.075,44056.70886,26684.49848,25908.43373
12.89,79.0,0.08,44014.17722,26717.32523,25920.0
12.61,80.0,0.074,43740.75949,26691.79331,25775.42169
12.25,81.1,0.076,43953.41772,26629.78723,25474.6988
12.07,81.8,0.072,43807.59494,26451.06383,25364.81928
11.95,82.3,0.076,43272.91139,26294.22492,25035.18072
11.89,82.5,0.075,42859.74684,26009.72644,24803.85542
11.83,82.8,0.073,42908.35443,25958.66261,25110.36145
11.73,83.0,0.071,43370.12658,26250.45593,25312.77108
11.84,83.2,0.069,43758.98734,26199.3921,25341.68675
11.45,83.6,0.084,43376.20253,26308.81459,25295.42169
11.14,83.6,0.087,43005.56962,26265.04559,25260.72289
11.37,84.3,0.087,42683.5443,26137.38602,25330.12048
11.31,84.1,0.083,41960.50633,25874.77204,25168.19277
11.02,84.9,0.085,41741.77215,25597.56839,24907.95181
10.85,85.2,0.084,41249.62025,25353.19149,24636.14458
11.01,86.3,0.082,40976.20253,25086.93009,24358.55422
10.99,86.1,0.082,40380.75949,24933.7386,23959.51807
11.17,86.0,0.084,39809.62025,24612.76596,24034.6988
11.35,85.9,0.081,38995.44304,24200.6079,23294.45783
11.44,85.2,0.088,38448.60759,23959.87842,22889.63855
11.13,84.6,0.084,37962.53165,23493.00912,22623.61446
10.71,85.8,0.081,37124.05063,22905.77508,22374.93976
10.63,86.0,0.085,36376.70886,22318.54103,21941.20482
10.56,86.2,0.085,35732.65823,21953.79939,21507.46988
10.41,86.2,0.086,34699.74684,21056.53495,20986.98795
10.16,86.8,0.085,33800.50633,20524.01216,20408.6747
10.41,87.0,0.083,32907.34177,19823.70821,19946.0241
10.39,86.3,0.085,31935.18987,19444.3769,19546.98795
10.13,86.5,0.083,30956.96203,19134.3465,19119.03614
10.24,86.5,0.088,29772.1519,18525.22796,18662.16867
10.25,85.9,0.086,29115.94937,18087.53799,18234.21687
10.15,85.5,0.085,28593.41772,17733.7386,17916.14458
10.05,85.5,0.087,27955.44304,17285.10638,17517.10843
10.15,85.3,0.086,27457.21519,16931.30699,17129.63855
10.19,84.7,0.089,26904.3038,16402.43161,16649.63855
9.98,84.6,0.089,26126.58228,15869.90881,16366.26506
9.84,84.6,0.085,25689.11392,15589.05775,15938.31325
9.62,84.6,0.085,25324.55696,15191.48936,15759.03614
9.83,84.7,0.087,24966.07595,14874.16413,15550.84337
10.12,84.9,0.086,24704.81013,14520.36474,15047.71084
10.22,84.6,0.089,24340.25316,14257.75076,14758.55422
9.93,84.6,0.087,23829.87342,14122.79635,14613.9759
9.63,85.0,0.082,23617.21519,14035.25836,14457.83133
9.82,84.8,0.088,23204.05063,13659.57447,14382.6506
10.02,83.1,0.088,23143.29114,13663.22188,14197.59036
10.22,82.6,0.089,23021.77215,13502.73556,14151.3253
10.24,82.3,0.085,22924.55696,13258.35866,13995.18072
10.07,83.1,0.087,22766.58228,13218.23708,13873.73494
9.79,83.0,0.084,22693.67089,13269.30091,13943.13253
9.1,84.0,0.084,22438.48101,13251.06383,13908.43373
8.93,84.3,0.082,22329.11392,13112.46201,13908.43373
8.95,84.0,0.086,22256.20253,13178.1155,13839.03614
9.28,83.0,0.082,22152.91139,13097.87234,13682.89157
9.41,83.4,0.081,22140.75949,13024.92401,13619.27711
9.23,85.3,0.087,22055.6962,13013.98176,13625.06024
9.49,85.4,0.085,22080.0,13024.92401,13694.45783
9.67,84.8,0.087,22092.1519,12977.5076,13573.01205
9.92,83.2,0.086,22122.53165,12988.44985,13601.92771
9.55,81.6,0.083,22116.4557,13006.68693,13636.62651
9.29,81.9,0.088,22201.51899,13178.1155,13775.42169
9.59,80.7,0.085,22310.88608,13090.57751,13706.0241
9.7,79.0,0.084,22250.12658,13236.47416,13758.07229
9.54,76.2,0.085,22371.64557,13218.23708,13810.12048
9.27,74.3,0.083,22766.58228,13535.56231,13995.18072
9.07,77.3,0.082,23076.4557,13484.49848,14105.06024
8.78,79.2,0.084,23246.58228,13907.59878,14400.0
8.91,81.6,0.085,24273.41772,14403.64742,14683.37349
8.87,81.1,0.084,24473.92405,14403.64742,14452.04819
8.98,78.9,0.083,24565.06329,14203.03951,14284.33735
9.19,76.1,0.082,24449.62025,14133.7386,14168.6747
9.33,76.5,0.086,24164.05063,14035.25836,13972.04819
9.4,77.3,0.087,23586.83544,13659.57447,13682.89157
9.21,79.4,0.083,22474.93671,13130.69909,13150.84337
8.97,80.7,0.085,21484.55696,12922.79635,12410.60241
9.4,80.5,0.086,20949.87342,12415.80547,11433.25301
9.72,79.0,0.089,20810.12658,12204.25532,10588.91566
10.1,77.4,0.085,21071.39241,12255.31915,10184.09639
10.4,74.1,0.082,21156.4557,12390.27356,10039.51807
10.17,66.83,0.085,21843.03797,12919.14894,10265.06024
9.86,67.53,0.082,22474.93671,13240.12158,10438.55422
9.65,69.43,0.079,22948.86076,13524.62006,10629.39759
9.38,67.13,0.084,23459.24051,13874.77204,10831.80723
9.44,67.33,0.083,23963.5443,14235.86626,11144.09639
9.2,66.82,0.084,24656.20253,14589.66565,11491.08434
9.57,66.13,0.085,25403.5443,15012.76596,11624.09639
9.68,68.23,0.083,25822.78481,15446.80851,11959.51807
9.34,71.1,0.083,26539.74684,16158.05471,12439.51807
9.02,73.1,0.084,27171.64557,16526.44377,12838.55422
9.24,67.27,0.084,27785.31646,16891.18541,13353.25301
9.93,66.77,0.086,28423.29114,17441.94529,13567.22892
10.42,64.57,0.085,29176.70886,17766.56535,14186.0241
10.74,65.9,0.085,29529.11392,18105.77508,14457.83133
